TriPigeonnier

Nombre de données, Intervalle des données, Taux de dispersion, nombre d'instructions,mémoire maximale(bytes), temps de traitement(us);
30000, 10000, 50,80003, 40032, 309;
30000, 10000, 50,80003, 40032, 335;
30000, 10000, 50,80003, 40032, 329;
30000, 10000, 50,80003, 40032, 330;
30000, 10000, 50,80003, 40032, 330;
30000, 10000, 50,80003, 40032, 331;
30000, 10000, 50,80003, 40032, 309;
30000, 10000, 50,80003, 40032, 309;
30000, 10000, 50,80003, 40032, 310;
30000, 10000, 50,80003, 40032, 309;
30000, 10000, 75,80003, 40032, 309;
30000, 10000, 75,80003, 40032, 333;
30000, 10000, 75,80003, 40032, 427;
30000, 10000, 75,80003, 40032, 331;
30000, 10000, 75,80003, 40032, 331;
30000, 10000, 75,80003, 40032, 353;
30000, 10000, 75,80003, 40032, 330;
30000, 10000, 75,80003, 40032, 329;
30000, 10000, 75,80003, 40032, 449;
30000, 10000, 75,80003, 40032, 334;
30000, 10000, 100,80003, 40032, 329;
30000, 10000, 100,80003, 40032, 330;
30000, 10000, 100,80003, 40032, 329;
30000, 10000, 100,80003, 40032, 331;
30000, 10000, 100,80003, 40032, 333;
30000, 10000, 100,80003, 40032, 329;
30000, 10000, 100,80003, 40032, 329;
30000, 10000, 100,80003, 40032, 329;
30000, 10000, 100,80003, 40032, 329;
30000, 10000, 100,80003, 40032, 328;
30000, 100000, 0,260003, 400032, 839;
30000, 100000, 0,260003, 400032, 839;
30000, 100000, 0,260003, 400032, 838;
30000, 100000, 0,260003, 400032, 842;
30000, 100000, 0,260003, 400032, 840;
30000, 100000, 0,260003, 400032, 837;
30000, 100000, 0,260003, 400032, 838;
30000, 100000, 0,260003, 400032, 894;
30000, 100000, 0,260003, 400032, 893;
30000, 100000, 0,260003, 400032, 895;
30000, 100000, 25,260003, 400032, 897;
30000, 100000, 25,260003, 400032, 895;
30000, 100000, 25,260003, 400032, 838;
30000, 100000, 25,260003, 400032, 866;
30000, 100000, 25,260003, 400032, 896;
30000, 100000, 25,260003, 400032, 838;
30000, 100000, 25,260003, 400032, 838;
30000, 100000, 25,260003, 400032, 842;
30000, 100000, 25,260003, 400032, 896;
30000, 100000, 25,260003, 400032, 1316;
30000, 100000, 50,260003, 400032, 839;
30000, 100000, 50,260003, 400032, 896;
30000, 100000, 50,260003, 400032, 930;
30000, 100000, 50,260003, 400032, 894;
30000, 100000, 50,260003, 400032, 896;
30000, 100000, 50,260003, 400032, 894;
30000, 100000, 50,260003, 400032, 839;
30000, 100000, 50,260003, 400032, 904;
30000, 100000, 50,260003, 400032, 868;
30000, 100000, 50,260003, 400032, 838;
30000, 100000, 75,260003, 400032, 895;
30000, 100000, 75,260003, 400032, 894;
30000, 100000, 75,260003, 400032, 894;
30000, 100000, 75,260003, 400032, 841;
30000, 100000, 75,260003, 400032, 839;
30000, 100000, 75,260003, 400032, 896;
30000, 100000, 75,260003, 400032, 959;
30000, 100000, 75,260003, 400032, 895;
30000, 100000, 75,260003, 400032, 896;
30000, 100000, 75,260003, 400032, 841;
30000, 100000, 100,260003, 400032, 838;
30000, 100000, 100,260003, 400032, 1271;
30000, 100000, 100,260003, 400032, 1143;
30000, 100000, 100,260003, 400032, 898;
30000, 100000, 100,260003, 400032, 905;
30000, 100000, 100,260003, 400032, 836;
30000, 100000, 100,260003, 400032, 904;
30000, 100000, 100,260003, 400032, 892;
30000, 100000, 100,260003, 400032, 1882;
30000, 100000, 100,260003, 400032, 899;
40000, 100, 0,80203, 432, 243;
40000, 100, 0,80203, 432, 242;
40000, 100, 0,80203, 432, 241;
40000, 100, 0,80203, 432, 242;
40000, 100, 0,80203, 432, 242;
40000, 100, 0,80203, 432, 242;
40000, 100, 0,80203, 432, 242;
40000, 100, 0,80203, 432, 242;
40000, 100, 0,80203, 432, 242;
40000, 100, 0,80203, 432, 227;
40000, 100, 25,80203, 432, 242;
40000, 100, 25,80203, 432, 226;
40000, 100, 25,80203, 432, 226;
40000, 100, 25,80203, 432, 227;
40000, 100, 25,80203, 432, 226;
40000, 100, 25,80203, 432, 226;
40000, 100, 25,80203, 432, 226;
40000, 100, 25,80203, 432, 242;
40000, 100, 25,80203, 432, 241;
40000, 100, 25,80203, 432, 226;
40000, 100, 50,80203, 432, 226;
40000, 100, 50,80203, 432, 226;
40000, 100, 50,80203, 432, 227;
40000, 100, 50,80203, 432, 242;
40000, 100, 50,80203, 432, 241;
40000, 100, 50,80203, 432, 241;
40000, 100, 50,80203, 432, 226;
40000, 100, 50,80203, 432, 241;
40000, 100, 50,80203, 432, 241;
40000, 100, 50,80203, 432, 242;
40000, 100, 75,80203, 432, 242;
40000, 100, 75,80203, 432, 226;
40000, 100, 75,80203, 432, 227;
40000, 100, 75,80203, 432, 226;
40000, 100, 75,80203, 432, 242;
40000, 100, 75,80203, 432, 242;
40000, 100, 75,80203, 432, 226;
40000, 100, 75,80203, 432, 227;
40000, 100, 75,80203, 432, 226;
40000, 100, 75,80203, 432, 226;
40000, 100, 100,80203, 432, 227;
40000, 100, 100,80203, 432, 226;
40000, 100, 100,80203, 432, 227;
40000, 100, 100,80203, 432, 243;
40000, 100, 100,80203, 432, 242;
40000, 100, 100,80203, 432, 242;
40000, 100, 100,80203, 432, 242;
40000, 100, 100,80203, 432, 241;
40000, 100, 100,80203, 432, 242;
40000, 100, 100,80203, 432, 226;
40000, 1000, 0,82003, 4032, 369;
40000, 1000, 0,82003, 4032, 273;
40000, 1000, 0,82003, 4032, 257;
40000, 1000, 0,82003, 4032, 240;
40000, 1000, 0,82003, 4032, 240;
40000, 1000, 0,82003, 4032, 240;
40000, 1000, 0,82003, 4032, 239;
40000, 1000, 0,82003, 4032, 256;
40000, 1000, 0,82003, 4032, 239;
40000, 1000, 0,82003, 4032, 249;
40000, 1000, 25,82003, 4032, 239;
40000, 1000, 25,82003, 4032, 239;
40000, 1000, 25,82003, 4032, 255;
40000, 1000, 25,82003, 4032, 239;
40000, 1000, 25,82003, 4032, 405;
40000, 1000, 25,82003, 4032, 239;
40000, 1000, 25,82003, 4032, 239;
40000, 1000, 25,82003, 4032, 239;
40000, 1000, 25,82003, 4032, 239;
40000, 1000, 25,82003, 4032, 239;
